"SAEMP25N Total Full-Time and Part-Time Employment by NAICS Industry 1/"
"(Number of jobs)" 
"Bureau of Economic Analysis" 
"State or DC"
"GeoFips","GeoName","LineCode","Description","2018"
"05000","Arkansas","700","      Retail trade",171749
"05000","Arkansas","701","        Motor vehicle and parts dealers",22576
"05000","Arkansas","702","        Furniture and home furnishings stores",4315
"05000","Arkansas","703","        Electronics and appliance stores",3595
"05000","Arkansas","704","        Building material and garden equipment and supplies dealers",12621
"05000","Arkansas","705","        Food and beverage stores",20905
"05000","Arkansas","706","        Health and personal care stores",10438
"05000","Arkansas","707","        Gasoline stations",12894
"05000","Arkansas","708","        Clothing and clothing accessories stores",9949
"05000","Arkansas","709","        Sporting goods, hobby, musical instrument, and book stores",6215
"05000","Arkansas","711","        General merchandise stores",39567
"05000","Arkansas","712","        Miscellaneous store retailers",15170
"05000","Arkansas","713","        Nonstore retailers",13504
"05000","Arkansas","800","      Transportation and warehousing",78413
"05000","Arkansas","801","        Air transportation",1553
"05000","Arkansas","802","        Rail transportation",3055
"05000","Arkansas","803","        Water transportation",65
"05000","Arkansas","804","        Truck transportation",41493
"05000","Arkansas","805","        Transit and ground passenger transportation",5161
"05000","Arkansas","806","        Pipeline transportation",459
"05000","Arkansas","807","        Scenic and sightseeing transportation",85
"05000","Arkansas","808","        Support activities for transportation",6250
"05000","Arkansas","809","        Couriers and messengers",7889
"05000","Arkansas","811","        Warehousing and storage",12403
"05000","Arkansas","900","      Information",14607
"05000","Arkansas","901","        Publishing industries (except Internet)",3748
"05000","Arkansas","902","        Motion picture and sound recording industries",1693
"05000","Arkansas","903","        Broadcasting (except Internet)",2084
"05000","Arkansas","904","        Internet publishing and broadcasting 3/","(NA)"
"05000","Arkansas","905","        Telecommunications",4672
"05000","Arkansas","906","        Data processing, hosting, and related services",1949
"05000","Arkansas","907","        Other information services 3/",461
"05000","Arkansas","1000","      Finance and insurance",61972
"05000","Arkansas","1001","        Monetary Authorities-central bank","(D)"
"05000","Arkansas","1002","        Credit intermediation and related activities",20253
"05000","Arkansas","1003","        Securities, commodity contracts, and other financial investments and related activities",16068
"05000","Arkansas","1004","        Insurance carriers and related activities",23725
"05000","Arkansas","1005","        Funds, trusts, and other financial vehicles","(D)"
"05000","Arkansas","1100","      Real estate and rental and leasing",61662
"05000","Arkansas","1101","        Real estate",55304
"05000","Arkansas","1102","        Rental and leasing services",6300
"05000","Arkansas","1103","        Lessors of nonfinancial intangible assets (except copyrighted works)",58
"05000","Arkansas","1200","      Professional, scientific, and technical services",68848
"05000","Arkansas","1300","      Management of companies and enterprises",36448
"05000","Arkansas","1400","      Administrative and support and waste management and remediation services",95987
"05000","Arkansas","1401","        Administrative and support services",92217
"05000","Arkansas","1402","        Waste management and remediation services",3770
"05000","Arkansas","1500","      Educational services",23358
"05000","Arkansas","1600","      Health care and social assistance",195918
"05000","Arkansas","1601","        Ambulatory health care services",70861
"05000","Arkansas","1602","        Hospitals",44327
"05000","Arkansas","1603","        Nursing and residential care facilities",33627
"05000","Arkansas","1604","        Social assistance",47103
"05000","Arkansas","1700","      Arts, entertainment, and recreation",22769
"05000","Arkansas","1701","        Performing arts, spectator sports, and related industries",11733
"05000","Arkansas","1702","        Museums, historical sites, and similar institutions",771
"05000","Arkansas","1703","        Amusement, gambling, and recreation industries",10265
"05000","Arkansas","1800","      Accommodation and food services",116486
"05000","Arkansas","1801","        Accommodation",13885
"05000","Arkansas","1802","        Food services and drinking places",102601
"05000","Arkansas","1900","      Other services (except government and government enterprises)",91264
"05000","Arkansas","1901","        Repair and maintenance",21126
"05000","Arkansas","1902","        Personal and laundry services",30834
"05000","Arkansas","1903","        Religious, grantmaking, civic, professional, and similar organizations",31360
"05000","Arkansas","1904","        Private households",7944
"05000","Arkansas","2000","    Government and government enterprises",226671
"05000","Arkansas","2001","      Federal civilian",20152
"05000","Arkansas","2002","      Military",14830
"05000","Arkansas","2010","      State and local",191689
"05000","Arkansas","2011","        State government",81870
"05000","Arkansas","2012","        Local government",109819
"06000","California","","Employment by place of work",""
"06000","California","10","Total employment (number of jobs)",24218195
"06000","California","","By type",""
"06000","California","20","  Wage and salary employment",18306558
"06000","California","40","  Proprietors employment",5911637
"06000","California","50","    Farm proprietors employment",58662
"06000","California","60","    Nonfarm proprietors employment 2/",5852975
"06000","California","","By industry",""
"06000","California","70","  Farm employment",236500
"06000","California","80","  Nonfarm employment",23981695
"06000","California","90","    Private nonfarm employment",21177433
"06000","California","100","      Forestry, fishing, and related activities",258427
