"NTD ID","Agency Name","Time Period","num_trips","passenger_miles"
"21","Whatcom Transportation Authority","Annual Total",4805835,16000857
"21","Whatcom Transportation Authority","Average Weekday",16375,54901
"21","Whatcom Transportation Authority","Weekend",12155,38636
"22","City of Pocatello","Annual Total",291740,0
"22929","Seneca Nation of Indians","Annual Total",15799,0
"22930","New York City Economic Development Corporation","Annual Total",4101874,22278258
"22930","New York City Economic Development Corporation","Average Weekday",10902,56878
"22930","New York City Economic Development Corporation","Weekend",24117,142596
"23","City of Seattle","Annual Total",2021780,1819602
"23","City of Seattle","Average Weekday",4780,4302
"23","City of Seattle","Weekend",15071,13564
"239","Ketchikan Indian Community","Annual Total",8468,0
"24","Clark County Public Transportation Benefit Area Authority","Annual Total",6220752,29190616
"24","Clark County Public Transportation Benefit Area Authority","Average Weekday",20489,101976
"24","Clark County Public Transportation Benefit Area Authority","Weekend",17598,54546
"247","Native Village of Noatak","Annual Total",2000,0
"25","Salem Area Mass Transit District","Annual Total",3537686,15421986
"25","Salem Area Mass Transit District","Average Weekday",13883,59904
"25","Salem Area Mass Transit District","Weekend",337,3267
"271","Nome Eskimo Community","Annual Total",3938,0
"279","Hydaburg Cooperative Association","Annual Total",1153,0
"28","County of Pierce","Annual Total",443016,1754343
"28","County of Pierce","Average Weekday",1165,4615
"28","County of Pierce","Weekend",2427,9610
"29","Snohomish County Public Transportation Benefit Area Corporation","Annual Total",10647554,111862102
"29","Snohomish County Public Transportation Benefit Area Corporation","Average Weekday",37427,411021
"29","Snohomish County Public Transportation Benefit Area Corporation","Weekend",20146,120628
"2R01-20924","Academy Lines, LLC","Annual Total",4352,0
"2R01-20928","Warren County","Annual Total",178344,0
"2R01-20933","Monmouth County Division of Transportation","Annual Total",46443,0
"2R01-20944","Salem County","Annual Total",18785,0
"2R01-20950","Sussex County Transit","Annual Total",97395,0
"2R02-20925","Lewis County","Annual Total",58952,0
"2R02-20926","Schoharie County Public Transportation","Annual Total",78846,0
"2R02-20931","Greene County","Annual Total",11653,0
"2R02-20932","Essex County Department of Community Development","Annual Total",94432,0
"2R02-20934","Orleans Transit Service","Annual Total",40996,0
"2R02-20935","Chenango County","Annual Total",66121,0
"2R02-20937","Sullivan County Transportation","Annual Total",1828,0
"2R02-20938","RTS Seneca","Annual Total",65009,0
"2R02-20939","Clinton County","Annual Total",101153,0
"2R02-20940","Madison County","Annual Total",23422,0
"2R02-20941","City of Corning","Annual Total",148543,0
"2R02-20942","Oswego County","Annual Total",126422,0
"2R02-20945","Schuyler County","Annual Total",26745,0
"2R02-20946","First Transit - Steuben","Annual Total",78118,0
"2R02-20947","RTS Genesee","Annual Total",65296,0
"2R02-20951","Allegany County","Annual Total",49301,0
"2R02-20952","Montgomery County","Annual Total",32866,0
"2R02-20953","Hornell Area Transit","Annual Total",84388,0
"2R02-20954","Town of Goshen","Annual Total",6158,0
"2R02-20957","County of Niagara","Annual Total",13104,0
"2R02-20958","Cortland County","Annual Total",114550,0
"2R02-20959","Chautauqua County","Annual Total",241639,0
"2R02-20960","City of Oneonta","Annual Total",669084,0
"2R02-20962","RTS Livingston","Annual Total",156304,0
"2R02-20964","Fulton County","Annual Total",5514,0
"2R02-20967","RTS Ontario","Annual Total",261939,0
"2R02-20968","Rensselaer County Planning Department","Annual Total",4564,0
"2R02-20969","Intercity - Adirondack Trailways","Annual Total",328749,0
"2R02-20970","Amsterdam Transportation Department","Annual Total",18012,0
"2R02-20971","Intercity - Chenango Valley Bus Lines","Annual Total",92142,0
"2R02-20973","Town of Montgomery","Annual Total",17001,0
"2R02-20974","Intercity - First Transit (NCE)","Annual Total",12037,0
"2R02-20975","First Transit-Olean","Annual Total",77981,0
"2R02-20977","Intercity - Passenger Bus - NY Trailways","Annual Total",144029,0
"2R02-20978","Intercity - Pine Hill-Kingston Trailways","Annual Total",120969,0
"2R02-20980","Wyoming Transit Service","Annual Total",44966,0
"2R02-20981","Gloversville City Hall","Annual Total",55043,0
"2R02-20983","Wayne Area Transportation Service","Annual Total",232288,0
"2R02-20986","Intercity-Birnie Bus","Annual Total",73010,0
"2R02-20988","City of Port Jervis","Annual Total",9397,0
"2R02-20989","Herkimer County","Annual Total",2896,0
"2R02-20990","Oneida County","Annual Total",55404,0
"2R02-20991","St Lawrence County","Annual Total",50922,0
"2R02-20992","Franklin County Public Transportation","Annual Total",103334,0
"2R02-20998","Otsego County","Annual Total",61903,0
"2R02-20999","Columbia County-NY","Annual Total",34461,0
"2R02-21000","Yates County","Annual Total",40275,0
"2R02-30979","Intercity - Butler Motor Transit Inc","Annual Total",59211,0
"2R02-30987","Intercity - Fullington Trailways","Annual Total",6092,0
"3","Pierce County Transportation Benefit Area Authority","Annual Total",9737856,60433981
"3","Pierce County Transportation Benefit Area Authority","Average Weekday",32562,209439
"3","Pierce County Transportation Benefit Area Authority","Weekend",25121,116090
"30","Chickaloon Native Village","Annual Total",2926,0
"30001","Kanawha Valley Regional Transportation Authority","Annual Total",1649660,8174058
"30001","Kanawha Valley Regional Transportation Authority","Average Weekday",5642,27680
"30001","Kanawha Valley Regional Transportation Authority","Weekend",4151,21806
"30002","The Tri-State Transit Authority","Annual Total",901888,4977698
"30002","The Tri-State Transit Authority","Average Weekday",3059,17055
"30002","The Tri-State Transit Authority","Weekend",2362,11793
"30003","Mid-Ohio Valley Transit Authority","Annual Total",516507,0
"30006","Greater Richmond Transit Company","Annual Total",8126404,62680034
"30006","Greater Richmond Transit Company","Average Weekday",35285,246579
"30006","Greater Richmond Transit Company","Weekend",37110,141842
"30007","Greater Roanoke Transit Company","Annual Total",2071948,12324605
"30007","Greater Roanoke Transit Company","Average Weekday",7129,43067
"30007","Greater Roanoke Transit Company","Weekend",5147,34709
"30008","Greater Lynchburg Transit Company","Annual Total",2325667,10225148
"30008","Greater Lynchburg Transit Company","Average Weekday",8313,36410
"30008","Greater Lynchburg Transit Company","Weekend",3381,15414
"30009","City of Petersburg","Annual Total",342730,0
"30010","Lehigh and Northampton Transportation Authority","Annual Total",4890190,26254602
"30010","Lehigh and Northampton Transportation Authority","Average Weekday",16674,91662
"30010","Lehigh and Northampton Transportation Authority","Weekend",12742,61741
"30011","Altoona Metro Transit","Annual Total",557190,2487900
"30011","Altoona Metro Transit","Average Weekday",1947,8525
"30011","Altoona Metro Transit","Weekend",1183,6025
"30012","Cambria County Transit Authority","Annual Total",1152002,4266769
"30012","Cambria County Transit Authority","Average Weekday",4017,15297
"30012","Cambria County Transit Authority","Weekend",3462,9983
"30013","Erie Metropolitan Transit Authority","Annual Total",2743473,9803214
"30013","Erie Metropolitan Transit Authority","Average Weekday",9608,34601
"30013","Erie Metropolitan Transit Authority","Weekend",5765,19306
"30014","Cumberland Dauphin-Harrisburg Transit Authority","Annual Total",2248418,12295902
"30014","Cumberland Dauphin-Harrisburg Transit Authority","Average Weekday",8281,47622
"30014","Cumberland Dauphin-Harrisburg Transit Authority","Weekend",2820,12375
"30015","Luzerne County Transportation Authority","Annual Total",1309462,6297466
"30015","Luzerne County Transportation Authority","Average Weekday",4738,23685
"30015","Luzerne County Transportation Authority","Weekend",2086,5550
"30019","Southeastern Pennsylvania Transportation Authority","Annual Total",319425542,1330519510
"30019","Southeastern Pennsylvania Transportation Authority","Average Weekday",1070237,4479489
"30019","Southeastern Pennsylvania Transportation Authority","Weekend",867340,3555378
"30022","Port Authority of Allegheny County","Annual Total",63463854,267132134
"30022","Port Authority of Allegheny County","Average Weekday",214617,914449
"30022","Port Authority of Allegheny County","Weekend",162794,633542
"30023","Beaver County Transit Authority","Annual Total",875744,10367679
"30023","Beaver County Transit Authority","Average Weekday",3160,38761
"30023","Beaver County Transit Authority","Weekend",1377,9306
"30025","County of Lackawanna Transit System","Annual Total",1158340,5567021
"30025","County of Lackawanna Transit System","Average Weekday",3967,20113
"30025","County of Lackawanna Transit System","Weekend",2774,8573
"30026","City of Williamsport","Annual Total",1293028,6441206
"30026","City of Williamsport","Average Weekday",4465,21615
"30026","City of Williamsport","Weekend",3006,17460
"30027","Central Pennsylvania Transportation Authority","Annual Total",2268223,16225460
"30027","Central Pennsylvania Transportation Authority","Average Weekday",7910,60027
"30027","Central Pennsylvania Transportation Authority","Weekend",4798,17221
"30030","Washington Metropolitan Area Transit Authority","Annual Total",351298962,1706705123
"30030","Washington Metropolitan Area Transit Authority","Average Weekday",1202961,5912522
"30030","Washington Metropolitan Area Transit Authority","Weekend",868973,3921543
"30034","Maryland Transit Administration","Annual Total",96231787,730432121
"30034","Maryland Transit Administration","Average Weekday",317560,2570645
"30034","Maryland Transit Administration","Weekend",272543,1461222
"30035","Ohio Valley Regional Transportation Authority","Annual Total",365879,1287072
"30035","Ohio Valley Regional Transportation Authority","Average Weekday",1220,4304
"30035","Ohio Valley Regional Transportation Authority","Weekend",1145,4013
"30036","City of Charlottesville","Annual Total",2052376,0
"30040","City of Annapolis","Annual Total",464454,0
"30041","Board of Commissioners of Allegany County Maryland","Annual Total",117593,0
"30042","Washington County","Annual Total",452956,0
"30044","Westmoreland County","Annual Total",632632,8898517
"30044","Westmoreland County","Average Weekday",1641,26799
"30044","Westmoreland County","Weekend",302,2425
"30045","JAUNT, Inc.","Annual Total",340946,2876766
"30045","JAUNT, Inc.","Average Weekday",1199,10535
"30045","JAUNT, Inc.","Weekend",554,4525
"30048","County of Howard","Annual Total",761950,6542405
"30048","County of Howard","Average Weekday",2612,22445
"30048","County of Howard","Weekend",1677,15271
"30051","Montgomery County, Maryland","Annual Total",21594040,81258497
"30051","Montgomery County, Maryland","Average Weekday",71432,270727
"30051","Montgomery County, Maryland","Weekend",64291,233438
"30053","City of Bristol Virginia","Annual Total",55254,0
"30054","Centre Area Transportation Authority","Annual Total",6702177,23899720
"30054","Centre Area Transportation Authority","Average Weekday",23184,82052
"30054","Centre Area Transportation Authority","Weekend",14983,59964
"30055","City of Sharon","Annual Total",174694,0
"30057","Pennsylvania Department of Transportation","Annual Total",1497904,129876440
"30057","Pennsylvania Department of Transportation","Average Weekday",4628,364195
"30057","Pennsylvania Department of Transportation","Weekend",5614,656891
"30058","City of Fairfax","Annual Total",605388,2052265
"30058","City of Fairfax","Average Weekday",2161,7087
"30058","City of Fairfax","Weekend",1134,4374
"30061","Mid Mon Valley Transit Authority","Annual Total",283560,4330659
"30061","Mid Mon Valley Transit Authority","Average Weekday",984,15143
"30061","Mid Mon Valley Transit Authority","Weekend",654,9813
"30066","Weirton Transit Corporation","Annual Total",48305,0
"30068","Fairfax County, VA","Annual Total",8312983,41656872
"30068","Fairfax County, VA","Average Weekday",28250,138636
"30068","Fairfax County, VA","Weekend",21341,105247
"30070","Potomac and Rappahannock Transportation Commission","Annual Total",3765145,107379009
"30070","Potomac and Rappahannock Transportation Commission","Average Weekday",14640,422053
"30070","Potomac and Rappahannock Transportation Commission","Weekend",1229,7939
"30071","City of Alexandria","Annual Total",3936136,7688851
"30071","City of Alexandria","Average Weekday",12806,24102
"30071","City of Alexandria","Weekend",11792,19949
"30072","Frederick County, Maryland","Annual Total",608272,3684660
"30072","Frederick County, Maryland","Average Weekday",2180,13347
"30072","Frederick County, Maryland","Weekend",1022,5528
"30073","Virginia Railway Express","Annual Total",4631909,141566826
"30073","Virginia Railway Express","Average Weekday",18924,578295
"30073","Virginia Railway Express","Weekend",8727,269926
"30074","Harford County Maryland","Annual Total",336052,0
"30075","Delaware Transit Corporation","Annual Total",8096943,46481527
"30075","Delaware Transit Corporation","Average Weekday",28627,167028
"30075","Delaware Transit Corporation","Weekend",17812,84403
"30076","Williamsburg Area Transit Authority","Annual Total",2195115,5602880
"30076","Williamsburg Area Transit Authority","Average Weekday",7103,18329
"30076","Williamsburg Area Transit Authority","Weekend",6859,16555
